,time_step,outcome_type,stimulus,outcome,stage,exp_outcome,go_Q_lick,go_Q_nolick,nogo_Q_lick,nogo_Q_nolick,go_Q_lick_ql,go_Q_nolick_ql,nogo_Q_lick_ql,nogo_Q_nolick_ql,alpha,Q_PE,go_P_lick,go_P_nolick,go_P_lick_ql,go_P_nolick_ql,nogo_P_lick,nogo_P_nolick,nogo_P_lick_ql,nogo_P_nolick_ql,motivation
0,38624,C1S9,0,3,stable,2,0.98,0.028,0.028,0.028,0.98,0.028,0.98,0.028,0.1,0.0,0.9456280030042419,0.0543719969957581,0.9456280030042419,0.054371996995758086,0.5,0.5,0.9456280030042419,0.05437199699575811,0.0
1,44137,C1S7,1,1,stable,1,0.98,0.028,0.028,0.0325792,0.98,0.028,0.98,0.1252,0.0636,0.0,0.9456280030042419,0.0543719969957581,0.9456280030042419,0.054371996995758086,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
2,54836,C1S7,1,1,stable,1,0.98144,0.028,0.028,0.0325792,1.072,0.028,0.98,0.1252,0.07200000000000001,0.020000000000000018,0.9458496916341086,0.05415030836589136,0.9581935836809882,0.04180641631901182,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
3,64424,C1S7,1,1,stable,1,0.98244847616,0.028,0.028,0.0325792,1.1548,0.028,0.98,0.1252,0.054336000000000016,0.01856000000000002,0.9460044393336439,0.05399556066635613,0.9670863397214403,0.032913660278559714,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
4,71326,C1S7,1,1,stable,1,0.9832055175130858,0.028,0.028,0.0325792,1.22932,0.028,0.98,0.1252,0.04313251430400002,0.017551523840000027,0.9461203310015258,0.053879668998474274,0.9735053372425845,0.026494662757415566,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
5,78138,C1S7,1,1,stable,1,0.9838093832519449,0.028,0.028,0.0325792,1.2963879999999999,0.028,0.98,0.1252,0.035956198074548515,0.016794482486914175,0.9462126055586173,0.05378739444138277,0.9782289790226177,0.02177102097738231,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
6,85836,C1S7,1,1,stable,1,0.9843159567079997,0.028,0.028,0.0325792,1.3567491999999999,0.028,0.98,0.1252,0.031288088893562174,0.01619061674805511,0.94628989825065,0.05371010174935004,0.9817692683943753,0.018230731605624682,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,1.0
7,97570,C1S9,0,3,stable,2,0.9847579844808292,0.028,0.028,0.0325792,1.4110742799999998,0.028,0.98,0.1252,0.028183279311337513,0.01568404329200035,0.946357256994609,0.053642743005390986,0.9844683648046135,0.015531635195386485,0.496565654011118,0.503434345988882,0.9285349830171539,0.07146501698284617,0.0
8,105161,C1S9,0,3,stable,2,0.9847579844808292,0.028,0.028,0.035379255941632,1.4110742799999998,0.028,0.98,0.21268,0.04153104,0.01568404329200035,0.946357256994609,0.053642743005390986,0.9844683648046135,0.015531635195386485,0.49446578405966135,0.5055342159403386,0.9090392353005569,0.0909607646994431,0.0
9,117972,C1S7,1,1,stable,1,0.9847579844808292,0.028,0.028,0.037198307993555564,1.4110742799999998,0.028,0.98,0.291412,0.028149661202918397,0.01568404329200035,0.946357256994609,0.053642743005390986,0.9844683648046135,0.015531635195386485,0.4931017067418757,0.5068982932581243,0.8875308181083204,0.1124691818916796,1.0
10,125054,C1S7,1,1,stable,1,0.9851551178914679,0.028,0.028,0.037198307993555564,1.4599668519999998,0.028,0.98,0.291412,0.026055176898304996,0.015242015519170815,0.9464177065110165,0.05358229348898342,0.9865588297628947,0.013441170237105423,0.4931017067418757,0.5068982932581243,0.8875308181083204,0.1124691818916796,1.0
11,134391,C1S9,0,3,stable,2,0.9855194118239811,0.028,0.028,0.037198307993555564,1.5039701667999998,0.028,0.98,0.291412,0.02454003540410224,0.014844882108532076,0.9464731008612419,0.05352689913875819,0.9882014566369666,0.011798543363033568,0.4931017067418757,0.5068982932581243,0.8875308181083204,0.1124691818916796,0.0
12,142674,C1S9,0,3,stable,2,0.9855194118239811,0.028,0.028,0.03845621843127004,1.5039701667999998,0.028,0.98,0.3622708,0.02002988132207326,0.014844882108532076,0.9464731008612419,0.05352689913875819,0.9882014566369666,0.011798543363033568,0.4921584791658329,0.5078415208341671,0.8645009295242351,0.13549907047576482,0.0
13,149145,C1S7,1,1,stable,1,0.9855194118239811,0.028,0.028,0.039385229068318976,1.5039701667999998,0.028,0.98,0.42604372,0.015095117871680453,0.014844882108532076,0.9464731008612419,0.05352689913875819,0.9882014566369666,0.011798543363033568,0.49146190823524727,0.5085380917647527,0.8404887131024712,0.1595112868975289,1.0
14,156233,C1S7,1,1,stable,1,0.9858584367722422,0.028,0.028,0.039385229068318976,1.5435731501199998,0.028,0.98,0.42604372,0.023412374148072707,0.014480588176018938,0.9465246042813462,0.053475395718653757,0.9895092941564887,0.01049070584351135,0.49146190823524727,0.5085380917647527,0.8404887131024712,0.1595112868975289,1.0
15,164311,C1S9,0,3,stable,2,0.9861770796001531,0.028,0.028,0.039385229068318976,1.579215835108,0.028,0.98,0.42604372,0.022532362425498324,0.014141563227757836,0.9465729686972237,0.053427031302776276,0.9905631137638528,0.009436886236147333,0.49146190823524727,0.5085380917647527,0.8404887131024712,0.1595112868975289,0.0
16,169418,C1S7,1,1,stable,1,0.9861770796001531,0.028,0.028,0.04011792885826117,1.579215835108,0.028,0.98,0.483439348,0.012087809269592324,0.014141563227757836,0.9465729686972237,0.053427031302776276,0.9905631137638528,0.009436886236147333,0.4909125541632941,0.5090874458367058,0.816030531118301,0.18396946888169885,1.0
17,182448,C1S7,1,1,stable,1,0.9864786013085183,0.028,0.028,0.04011792885826117,1.6112942515972,0.028,0.98,0.483439348,0.02181316969520713,0.013822920399846894,0.9466186964176316,0.05338130358236838,0.9914215174858863,0.008578482514113854,0.4909125541632941,0.5090874458367058,0.816030531118301,0.18396946888169885,1.0
18,190415,C1S9,0,3,stable,2,0.9867652649805669,0.028,0.028,0.04011792885826117,1.64016482643748,0.028,0.98,0.483439348,0.02120074103201331,0.013521398691481723,0.9466621365725482,0.05333786342745179,0.9921276446968643,0.007872355303135771,0.4909125541632941,0.5090874458367058,0.816030531118301,0.18396946888169885,0.0
19,198132,C1S9,0,3,stable,2,0.9867652649805669,0.028,0.028,0.04073152781325008,1.64016482643748,0.028,0.98,0.5350954132,0.010246789118842336,0.013521398691481723,0.9466621365725482,0.05333786342745179,0.9921276446968643,0.007872355303135771,0.4904525147886438,0.5095474852113562,0.7916192771028497,0.20838072289715034,0.0
20,204739,C1S7,1,1,stable,1,0.9867652649805669,0.028,0.028,0.04127155232455382,1.64016482643748,0.028,0.98,0.58158587188,0.009111497080642898,0.013521398691481723,0.9466621365725482,0.05333786342745179,0.9921276446968643,0.007872355303135771,0.4900476504329598,0.5099523495670403,0.7676773490949856,0.23232265090501436,1.0
21,213876,C1S9,0,3,stable,2,0.9870387116210523,0.028,0.028,0.04127155232455382,1.666148343793732,0.028,0.98,0.58158587188,0.020661285630867825,0.013234735019433064,0.9467035427693329,0.053296457230667164,0.9927136898715455,0.007286310128454396,0.4900476504329598,0.5099523495670403,0.7676773490949856,0.23232265090501436,0.0
22,219450,C1S7,1,1,stable,1,0.9870387116210523,0.028,0.028,0.04176506630059951,1.666148343793732,0.028,0.98,0.623427284692,0.008403320632158049,0.013234735019433064,0.9467035427693329,0.053296457230667164,0.9927136898715455,0.007286310128454396,0.4896776671167508,0.5103223328832492,0.7445433112806565,0.2554566887193435,1.0
23,226528,C1S7,1,1,stable,1,0.9873001867477225,0.028,0.028,0.04176506630059951,1.6895335094143586,0.028,0.98,0.623427284692,0.020173544405889327,0.012961288378947722,0.9467431078272206,0.05325689217277945,0.9932039908947685,0.00679600910523139,0.4896776671167508,0.5103223328832492,0.7445433112806565,0.2554566887193435,1.0
24,235528,C1S9,0,3,stable,2,0.9875506780496629,0.028,0.028,0.04176506630059951,1.7105801584729228,0.028,0.98,0.623427284692,0.019724014594900117,0.012699813252277536,0.9467809848714324,0.05321901512856763,0.9936171703581235,0.006382829641876537,0.4896776671167508,0.5103223328832492,0.7445433112806565,0.2554566887193435,0.0
25,243765,C1S9,0,3,stable,2,0.9875506780496629,0.028,0.028,0.042228251767669304,1.7105801584729228,0.028,0.98,0.6610845562228,0.007953739064264855,0.012699813252277536,0.9467809848714324,0.05321901512856763,0.9936171703581235,0.006382829641876537,0.48933043111089514,0.510669568889105,0.7224698937612573,0.2775301062387428,0.0
26,252162,C1S9,0,3,stable,2,0.9875506780496629,0.028,0.028,0.04267083135879611,1.7105801584729228,0.028,0.98,0.6949761006005201,0.007660830850175448,0.012699813252277536,0.9467809848714324,0.05321901512856763,0.9936171703581235,0.006382829641876537,0.48899865231578604,0.511001347684214,0.7016299635173918,0.29837003648260824,0.0
27,257633,C1S7,1,1,stable,1,0.9875506780496629,0.028,0.028,0.043098676475895555,1.7105801584729228,0.028,0.98,0.7254784905404681,0.0074629569421654635,0.012699813252277536,0.9467809848714324,0.05321901512856763,0.9936171703581235,0.006382829641876537,0.4886779283966488,0.5113220716033512,0.6821271307057649,0.3178728692942351,1.0
28,265828,C1S9,0,3,stable,2,0.9877909997845838,0.028,0.028,0.043098676475895555,1.7295221426256304,0.028,0.98,0.7254784905404681,0.01930400192714233,0.0124493219503371,0.9468173002668325,0.05318269973316754,0.9939676405258744,0.006032359474125625,0.4886779283966488,0.5113220716033512,0.6821271307057649,0.3178728692942351,0.0
29,273477,C1S9,0,3,stable,2,0.9877909997845838,0.028,0.028,0.04351535578328287,1.7295221426256304,0.028,0.98,0.7529306414864213,0.007322840341504501,0.0124493219503371,0.9468173002668325,0.05318269973316754,0.9939676405258744,0.006032359474125625,0.48836558361889515,0.5116344163811049,0.6640082739907565,0.33599172600924343,0.0
30,282411,C1S9,0,3,stable,2,0.9877909997845838,0.028,0.028,0.04392305835370475,1.7295221426256304,0.028,0.98,0.7776375773377792,0.007217936415738557,0.0124493219503371,0.9468173002668325,0.05318269973316754,0.9939676405258744,0.006032359474125625,0.488059976637434,0.5119400233625659,0.6472760825653525,0.3527239174346475,0.0
31,288452,C1S7,1,1,stable,1,0.9877909997845838,0.028,0.028,0.04432314540244007,1.7295221426256304,0.028,0.98,0.7998738196040013,0.007134608931757897,0.0124493219503371,0.9468173002668325,0.05318269973316754,0.9939676405258744,0.006032359474125625,0.4877600867988697,0.5122399132011304,0.6319004716695028,0.3680995283304972,1.0
32,295088,C1S7,1,1,stable,1,0.9880218451345519,0.028,0.028,0.04432314540244007,1.7465699283630673,0.028,0.98,0.7998738196040013,0.01890780128553509,0.012209000215416155,0.9468521616461795,0.05314783835382065,0.9942666748367854,0.0057333251632145175,0.4877600867988697,0.5122399132011304,0.6319004716695028,0.3680995283304972,1.0
33,308933,C1S9,0,3,stable,2,0.9882438191941183,0.028,0.028,0.04432314540244007,1.7619129355267606,0.028,0.98,0.7998738196040013,0.018531573690589893,0.011978154865448065,0.9468856629747708,0.053114337025229295,0.9945231802228698,0.005476819777130187,0.4877600867988697,0.5122399132011304,0.6319004716695028,0.3680995283304972,0.0
34,314186,C1S7,1,1,stable,1,0.9882438191941183,0.028,0.028,0.04471648055979632,1.7619129355267606,0.028,0.98,0.8198864376436011,0.0070646080889327344,0.011978154865448065,0.9468856629747708,0.053114337025229295,0.9945231802228698,0.005476819777130187,0.48746526650628025,0.5125347334937197,0.6178283198317043,0.38217168016829584,1.0
35,319769,C1S7,1,1,stable,1,0.9884574601849571,0.028,0.028,0.04471648055979632,1.7757216419740847,0.028,0.98,0.8198864376436011,0.018172652697882957,0.0117561808058817,0.9469178878138031,0.053082112186196934,0.9947442603116438,0.005255739688356246,0.48746526650628025,0.5125347334937197,0.6178283198317043,0.38217168016829584,1.0
36,330537,C1S9,0,3,stable,2,0.9886632534605724,0.028,0.028,0.04471648055979632,1.7881494777766762,0.028,0.98,0.8198864376436011,0.01782911550775554,0.01154253981504294,0.9469489114803537,0.053051088519646385,0.9949356306987457,0.0050643693012542845,0.48746526650628025,0.5125347334937197,0.6178283198317043,0.38217168016829584,0.0
37,335941,C1S7,1,1,stable,1,0.9886632534605724,0.028,0.028,0.04510362777505425,1.7881494777766762,0.028,0.98,0.837897793879241,0.0070029408253698255,0.01154253981504294,0.9469489114803537,0.053051088519646385,0.9949356306987457,0.0050643693012542845,0.4871750928370905,0.5128249071629094,0.6049913789997963,0.3950086210002037,1.0
38,345326,C1S9,0,3,stable,2,0.9888616410519521,0.028,0.028,0.04510362777505425,1.7993345299990087,0.028,0.98,0.837897793879241,0.017499517228309898,0.011336746539427622,0.9469788025244278,0.05302119747557218,0.9951019283713245,0.00489807162867546,0.4871750928370905,0.5128249071629094,0.6049913789997963,0.3950086210002037,0.0
39,350949,C1S7,1,1,stable,1,0.9888616410519521,0.028,0.028,0.0454849699869585,1.7993345299990087,0.028,0.98,0.8541080144913169,0.006946583106469183,0.011336746539427622,0.9469788025244278,0.05302119747557218,0.9951019283713245,0.00489807162867546,0.48688927857030395,0.513110721429696,0.5933124498446977,0.40668755015530234,1.0
40,359735,C1S9,0,3,stable,2,0.9890530284185692,0.028,0.028,0.0454849699869585,1.8094010769991078,0.028,0.98,0.8541080144913169,0.017182725705814698,0.011138358948047933,0.9470076237773783,0.052992376222621644,0.9952469445643527,0.0047530554356473124,0.48688927857030395,0.513110721429696,0.5933124498446977,0.40668755015530234,0.0
41,364888,C1S7,1,1,stable,1,0.9890530284185692,0.028,0.028,0.04586078032374699,1.8094010769991078,0.028,0.98,0.8686972130421852,0.006893701364533585,0.011138358948047933,0.9470076237773783,0.052992376222621644,0.9952469445643527,0.0047530554356473124,0.4866076188061449,0.5133923811938551,0.5827100362591645,0.41728996374083555,1.0
42,372001,C1S7,1,1,stable,1,0.9892377894166479,0.028,0.028,0.04586078032374699,1.818460969299197,0.028,0.98,0.8686972130421852,0.016877818372347277,0.010946971581430764,0.9470354331263081,0.05296456687369182,0.9953738016561916,0.004626198343808337,0.4866076188061449,0.5133923811938551,0.5827100362591645,0.41728996374083555,1.0
43,378086,C1S7,1,1,stable,1,0.9894162701039386,0.028,0.028,0.04586078032374699,1.8266148723692774,0.028,0.98,0.8686972130421852,0.01658401737341965,0.010762210583352139,0.9470622841091151,0.052937715890884925,0.9954850887605422,0.004514911239457775,0.4866076188061449,0.5133923811938551,0.5827100362591645,0.41728996374083555,1.0
44,387353,C1S9,0,3,stable,2,0.9895887917633294,0.028,0.028,0.04586078032374699,1.8339533851323497,0.028,0.98,0.8686972130421852,0.016300648361688614,0.010583729896061378,0.9470882263886752,0.0529117736113249,0.9955829665472623,0.004417033452737699,0.4866076188061449,0.5133923811938551,0.5827100362591645,0.41728996374083555,0.0
45,400760,C1S9,0,3,stable,2,0.9895887917633294,0.028,0.028,0.04623126484663885,1.8339533851323497,0.028,0.98,0.8818274917379667,0.006843181802532802,0.010583729896061378,0.9470882263886752,0.0529117736113249,0.9955829665472623,0.004417033452737699,0.48632995892125586,0.5136700410787441,0.5731017363236212,0.42689826367637884,0.0
46,406178,C1S7,1,1,stable,1,0.9895887917633294,0.028,0.028,0.046596588228606475,1.8339533851323497,0.028,0.98,0.89364474256417,0.006794345839187739,0.010583729896061378,0.9470882263886752,0.0529117736113249,0.9955829665472623,0.004417033452737699,0.48605617531796536,0.5139438246820346,0.5644066240914867,0.43559337590851327,1.0
47,412468,C1S7,1,1,stable,1,0.9897556533841896,0.028,0.028,0.046596588228606475,1.8405580466191147,0.028,0.98,0.89364474256417,0.016027113959015547,0.010411208236670633,0.9471133061427769,0.052886693857223124,0.9956692489345625,0.004330751065437401,0.48605617531796536,0.5139438246820346,0.5644066240914867,0.43559337590851327,1.0
48,419138,C1S7,1,1,stable,1,0.9899171337531288,0.028,0.028,0.046596588228606475,1.8465022419572032,0.028,0.98,0.89364474256417,0.01576287634489558,0.010244346615810418,0.9471375663931066,0.05286243360689346,0.9957454672496877,0.004254532750312276,0.48605617531796536,0.5139438246820346,0.5644066240914867,0.43559337590851327,1.0
49,426826,C1S9,0,3,stable,2,0.9900734932524912,0.028,0.028,0.046596588228606475,1.851852017761483,0.028,0.98,0.89364474256417,0.015507445555060041,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,0.48605617531796536,0.5139438246820346,0.5644066240914867,0.43559337590851327,0.0
50,440568,C1S10,0,4,stable,1,0.9900734932524912,0.028,0.028,0.04695688919718816,1.851852017761483,0.028,0.98,0.904280268307753,0.00674677809208232,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,0.48578616384762824,0.5142138361523717,0.556546850052676,0.4434531499473239,1.0
51,461023,C1S9,0,3,stable,2,0.9900734932524912,0.028,-0.02900061272719637,0.04695688919718816,1.851852017761483,0.028,0.872,0.904280268307753,0.05544806685524939,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,0.4432771102252735,0.5567228897747265,0.475808701599778,0.5241912984002219,0.0
52,468666,C1S9,0,3,stable,2,0.9900734932524912,0.028,-0.02900061272719637,0.04886225054977296,1.851852017761483,0.028,0.872,0.9138522414769776,0.035920995653290225,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,0.4418669416950544,0.5581330583049456,0.4686519901944084,0.5313480098055916,0.0
53,475067,C1S7,1,1,stable,1,0.9900734932524912,0.028,-0.02900061272719637,0.05009515534614706,1.851852017761483,0.028,0.872,0.9224670173292798,0.024109484864485487,0.010082866246871158,0.9471610472884352,0.0528389527115648,0.9958129209935247,0.004187079006475316,0.44095495985906696,0.559045040140933,0.46222187284504346,0.5377781271549565,1.0
54,484310,C1S9,0,3,stable,2,0.9902249754319795,0.028,-0.02900061272719637,0.05009515534614706,1.8566668159853348,0.028,0.872,0.9224670173292798,0.015260371381541325,0.009926506747508834,0.947183786352126,0.05281621364787396,0.9958727182904004,0.00412728170959958,0.44095495985906696,0.559045040140933,0.46222187284504346,0.5377781271549565,0.0
55,490381,C1S7,1,1,stable,1,0.9902249754319795,0.028,-0.02900061272719637,0.05094158808025126,1.8566668159853348,0.028,0.872,0.9302203155963519,0.016960933151383938,0.009926506747508834,0.947183786352126,0.05281621364787396,0.9958727182904004,0.00412728170959958,0.44032908228237055,0.5596709177176293,0.45644543163855605,0.543554568361444,1.0
56,496674,C1S7,1,1,stable,1,0.9903718083982658,0.028,-0.02900061272719637,0.05094158808025126,1.8610001343868012,0.028,0.872,0.9302203155963519,0.015021237569737084,0.009775024568020485,0.947205818700933,0.052794181299067,0.9959258083373234,0.004074191662676563,0.44032908228237055,0.5596709177176293,0.45644543163855605,0.543554568361444,1.0
57,503052,C1S7,1,1,stable,1,0.9905142060544275,0.028,-0.02900061272719637,0.05094158808025126,1.864900120948121,0.028,0.872,0.9302203155963519,0.014789657502882785,0.009628191601734226,0.947227177240064,0.05277282275993613,0.9959730076041582,0.00402699239584179,0.44032908228237055,0.5596709177176293,0.45644543163855605,0.543554568361444,1.0
58,510990,C1S9,0,3,stable,2,0.990652369212653,0.028,-0.02900061272719637,0.05094158808025126,1.868410108853309,0.028,0.872,0.9302203155963519,0.014565270869073155,0.009485793945572474,0.947247892838187,0.05275210716181305,0.9960150211199875,0.003984978880012407,0.44032908228237055,0.5596709177176293,0.45644543163855605,0.543554568361444,0.0
59,519207,C1S9,0,3,stable,2,0.990652369212653,0.028,-0.02900061272719637,0.05156117033630599,1.868410108853309,0.028,0.872,0.9371982840367167,0.0126294804868178,0.009485793945572474,0.947247892838187,0.05275210716181305,0.9960150211199875,0.003984978880012407,0.4398710648103306,0.5601289351896694,0.4512565874437599,0.5487434125562402,0.0
60,527632,C1S9,0,3,stable,2,0.990652369212653,0.028,-0.02900061272719637,0.052045540699690564,1.868410108853309,0.028,0.872,0.943478455633045,0.009999629775275382,0.009485793945572474,0.947247892838187,0.05275210716181305,0.9960150211199875,0.003984978880012407,0.4395130720869892,0.5604869279130108,0.44659564056454565,0.5534043594354544,0.0
61,534077,C1S7,1,1,stable,1,0.990652369212653,0.028,-0.02900061272719637,0.05244823831147578,1.868410108853309,0.028,0.872,0.9491306100697405,0.0083975008301807,0.009485793945572474,0.947247892838187,0.05275210716181305,0.9960150211199875,0.003984978880012407,0.4392154906708948,0.5607845093291052,0.4424087767325484,0.5575912232674516,1.0
62,543580,C1S9,0,3,stable,2,0.990786486598096,0.028,-0.02900061272719637,0.05244823831147578,1.871569097967978,0.028,0.872,0.9491306100697405,0.014347740993852102,0.009347630787347017,0.9472679944851998,0.05273200551480026,0.9960524598706997,0.003947540129300261,0.4392154906708948,0.5607845093291052,0.4424087767325484,0.5575912232674516,0.0
63,549813,C1S7,1,1,stable,1,0.990786486598096,0.028,-0.02900061272719637,0.05280088638841345,1.871569097967978,0.028,0.872,0.9542175490627665,0.007416088582534632,0.009347630787347017,0.9472679944851998,0.05273200551480026,0.9960524598706997,0.003947540129300261,0.4389549302396572,0.5610450697603429,0.43864756746926603,0.561352432530734,1.0
64,556379,C1S7,1,1,stable,1,0.9909167357579806,0.028,-0.02900061272719637,0.05280088638841345,1.8744121881711802,0.028,0.872,0.9542175490627665,0.014136752637453672,0.009213513401904017,0.94728750943499,0.05271249056500999,0.9960858550999353,0.003914144900064711,0.4389549302396572,0.5610450697603429,0.43864756746926603,0.561352432530734,1.0
65,563457,C1S7,1,1,stable,1,0.9910432838873928,0.028,-0.02900061272719637,0.05280088638841345,1.8769709693540622,0.028,0.872,0.9542175490627665,0.013932010127683867,0.00908326424201944,0.9473064633350038,0.05269353666499625,0.9961156701294535,0.0038843298705465356,0.4389549302396572,0.5610450697603429,0.43864756746926603,0.561352432530734,1.0
66,572208,C1S9,0,3,stable,2,0.9911662885812609,0.028,-0.02900061272719637,0.05280088638841345,1.879273872418656,0.028,0.872,0.9542175490627665,0.013733235744174625,0.008956716112607177,0.9473248803441296,0.05267511965587037,0.9961423101809683,0.0038576898190317756,0.4389549302396572,0.5610450697603429,0.43864756746926603,0.561352432530734,0.0
67,578843,C1S7,1,1,stable,1,0.9911662885812609,0.028,-0.02900061272719637,0.05312229388923581,1.879273872418656,0.028,0.872,0.9587957941564899,0.006809608830100107,0.008956716112607177,0.9473248803441296,0.05267511965587037,0.9961423101809683,0.0038576898190317756,0.438717481784576,0.5612825182154241,0.4352684833910595,0.5647315166089404,1.0
68,35458,C1S7,1,1,uncertain,1,0.9912858985205644,0.028,-0.02900061272719637,0.05312229388923581,1.8813464851767903,0.028,0.872,0.9587957941564899,0.013540168297748248,0.00883371141873912,0.7776928500674636,0.22230714993253645,0.9175375472323181,0.08246245276768202,0.47333537671101317,0.5266646232889869,0.4718212573382677,0.5281787426617324,1.0
69,44116,C1S9,0,3,uncertain,2,0.9914022540996779,0.028,-0.02900061272719637,0.05312229388923581,1.8832118366591113,0.028,0.872,0.9587957941564899,0.013352561866310328,0.008714101479435632,0.7777190001978507,0.2222809998021494,0.9177208396099034,0.08227916039009676,0.47333537671101317,0.5266646232889869,0.4718212573382677,0.5281787426617324,0.0
70,52000,C1S9,0,3,uncertain,2,0.9914022540996779,0.028,-0.02900061272719637,0.05342370116062619,1.8832118366591113,0.028,0.872,0.9629162147408409,0.006429650603598273,0.008714101479435632,0.7777190001978507,0.2222809998021494,0.9177208396099034,0.08227916039009676,0.4732376989611742,0.5267623010388258,0.47048657861767296,0.529513421382327,0.0
71,59043,C1S7,1,1,uncertain,1,0.9914022540996779,0.028,-0.02900061272719637,0.05371185033807249,1.8832118366591113,0.028,0.872,0.9666245932667568,0.006186605304127655,0.008714101479435632,0.7777190001978507,0.2222809998021494,0.9177208396099034,0.08227916039009676,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
72,66518,C1S7,1,1,uncertain,1,0.9915154880008447,0.028,-0.02900061272719637,0.05371185033807249,1.8848906529932001,0.028,0.872,0.9666245932667568,0.013170184659979479,0.00859774590032214,0.777744446642871,0.22225555335712893,0.917885485563916,0.08211451443608404,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
73,73312,C1S7,1,1,uncertain,1,0.9916257257210301,0.028,-0.02900061272719637,0.05371185033807249,1.88640158769388,0.028,0.872,0.9666245932667568,0.012992817995480892,0.008484511999155342,0.7777692177734471,0.22223078222655301,0.9180334103703958,0.08196658962960415,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
74,79263,C1S11,1,5,uncertain,1,0.9917330860557804,0.028,-0.02900061272719637,0.05371185033807249,1.887761428924492,0.028,0.872,0.9666245932667568,0.012820255364670453,0.008374274278969862,0.7777933404413533,0.2222066595586467,0.9181663351574672,0.0818336648425329,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
75,84776,C1S7,1,1,uncertain,1,0.5077610004676245,0.028,-0.02900061272719637,0.05371185033807249,1.7989852860320428,0.028,0.872,0.9666245932667568,0.5427320048522705,-0.8917330860557804,0.6510571566895333,0.34894284331046665,0.9090657637176589,0.09093423628234115,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
76,90318,C1S11,1,5,uncertain,1,0.8134328555136141,0.028,-0.02900061272719637,0.05371185033807249,1.8090867574288385,0.028,0.872,0.9666245932667568,0.6209826026307876,0.4922389995323755,0.7351795512170237,0.26482044878297617,0.9101455002670672,0.08985449973293276,0.47314431970767123,0.5268556802923288,0.4692857279804332,0.5307142720195669,1.0
